zcta,county,population,households,median_hh_income,pct_ba_plus,pct_asian_nh,pct_hispanic,median_age,log_density,owner_occupied_pct,avg_vehicles_per_hh,pct_hh_with_kids,pop_density_per_sqkm,total_vehicles_dmv,bev_pct,hev_pct,phev_pct,pct_new_BEV,avg_vehicle_age,home_charging_proxy,nearest_dcfast_km
95002,Santa Clara,1639.0,545.0,89861.0,34.6,23.1,58.6,46.6,3.7773481021015445,69.54,2.42,25.5,43.7,1866.0,5.68,6.11,1.18,24.47,7.45,46.61,4.05
95003,Santa Cruz,24708.0,9846.0,140990.0,54.5,3.1,16.1,48.1,5.563370320939456,72.23,2.16,24.0,260.7,20934.0,6.37,9.4,2.46,21.86,7.39,65.83,6.22
95004,Monterey,3917.0,1291.0,165781.0,40.0,1.3,31.5,41.2,4.39197696552705,75.21,2.68,27.5,80.8,4256.0,3.1,5.59,1.27,14.38,7.66,70.95,8.45
95005,Santa Cruz,7150.0,2774.0,107857.0,46.2,1.9,9.0,46.1,5.388158070547826,71.12,2.34,28.7,218.8,5695.0,4.11,7.92,1.58,19.4,7.78,66.94,7.78
95006,Santa Cruz,8433.0,3323.0,128483.0,38.7,1.2,17.7,46.5,4.09933210373314,76.62,2.42,22.0,60.3,7971.0,4.05,6.86,1.86,18.33,7.7,73.1,15.78
95007,Santa Cruz,335.0,170.0,164487.0,26.9,0.0,0.0,50.1,5.654942309236727,80.0,2.33,6.5,285.7,486.0,3.09,6.38,1.65,17.65,8.26,80.0,9.36
95008,Santa Clara,48415.0,18700.0,142841.0,58.9,25.5,19.9,39.4,7.962032464941053,48.85,1.9,31.9,2869.9,38735.0,10.01,9.1,2.35,32.2,7.04,42.87,1.46
95010,Santa Cruz,8697.0,4161.0,96701.0,46.5,4.5,30.7,49.4,7.643147441135828,46.48,1.56,18.6,2086.3,7939.0,4.42,8.53,1.64,17.35,7.55,27.25,0.25
95012,Monterey,11147.0,2480.0,79903.0,7.7,1.8,87.2,27.9,5.641552398120067,45.56,2.54,61.7,281.9,10235.0,1.21,3.27,0.48,7.63,7.96,36.94,8.52
95013,Santa Clara,42.0,13.0,,33.3,0.0,0.0,58.5,2.4159137783010487,100.0,3.0,0.0,11.2,148.0,2.03,2.03,0.68,14.29,8.84,100.0,3.13
95014,Santa Clara,61109.0,21960.0,229074.0,83.0,71.3,2.9,40.7,6.773880970425809,59.43,1.94,41.2,874.7,43290.0,18.59,11.25,3.39,45.19,6.47,56.04,2.15
95017,Santa Cruz,738.0,231.0,100750.0,41.0,2.8,55.4,38.2,1.6863989535702288,45.45,2.15,20.8,5.4,691.0,3.62,6.66,1.45,22.64,7.92,42.42,19.86
95018,Santa Cruz,6377.0,2784.0,119130.0,56.5,1.5,8.1,46.1,4.8307108619020225,82.29,2.2,21.7,125.3,6972.0,4.35,8.22,2.04,20.79,7.93,81.0,4.0
95019,Santa Cruz,6235.0,1873.0,68314.0,14.8,1.3,83.9,31.4,7.739359202689098,31.55,1.97,43.6,2297.0,6258.0,1.12,3.66,0.35,8.21,8.08,29.52,2.27
95020,Santa Clara,67945.0,19621.0,134242.0,27.9,9.1,57.2,36.8,5.129306823813755,64.15,2.41,43.1,168.9,56954.0,5.82,6.44,1.57,21.82,7.18,61.87,0.8
95023,San Benito,58374.0,17523.0,108156.0,20.6,3.4,64.9,35.3,3.996364153861897,67.33,2.45,44.8,54.4,53867.0,3.36,5.28,1.05,14.14,7.25,65.12,6.65
95030,Santa Clara,12969.0,5201.0,250001.0,80.2,17.1,7.6,52.5,6.126869184114185,77.77,2.13,26.4,458.0,12003.0,17.45,6.78,3.72,37.86,6.34,75.08,0.65
95032,Santa Clara,27682.0,10508.0,195188.0,75.9,20.4,9.4,44.6,6.498432740546668,62.82,1.98,36.0,664.1,22983.0,15.99,7.83,3.64,40.4,6.56,58.34,3.92
95033,Santa Cruz,9884.0,3869.0,183836.0,70.3,6.0,10.4,46.1,3.744787086052232,79.32,2.51,29.7,42.3,8469.0,11.95,7.27,3.09,37.48,7.02,78.47,7.6
95035,Santa Clara,78479.0,24801.0,176723.0,58.6,71.3,13.4,36.4,7.13289683295902,59.33,2.04,37.1,1252.5,61004.0,13.08,9.65,1.94,40.58,6.66,52.64,1.28
95037,Santa Clara,51517.0,16512.0,158256.0,43.8,15.8,36.2,39.1,4.389498649512583,72.01,2.33,39.3,80.6,47077.0,9.06,7.18,2.4,28.27,6.93,67.01,5.48
95039,Monterey,1279.0,374.0,58214.0,22.0,2.0,62.5,44.3,3.3877743613300146,60.96,1.91,43.0,29.6,1590.0,1.32,3.58,0.69,5.73,7.78,29.14,9.25
95041,Santa Cruz,846.0,337.0,161034.0,71.2,2.2,4.1,31.8,8.964004956385297,55.79,2.06,28.5,7816.6,492.0,5.49,7.32,1.63,36.0,7.98,55.79,2.67
95043,San Benito,673.0,230.0,126111.0,40.1,0.0,15.8,44.2,-1.2039728043259361,62.17,2.67,30.0,0.3,536.0,1.68,4.29,0.75,3.39,7.37,59.57,32.33
95045,San Benito,4291.0,1599.0,106377.0,28.1,2.0,48.0,44.4,3.5409593240373143,66.79,2.53,19.7,34.5,4319.0,4.84,5.74,1.67,19.62,7.21,62.73,1.14
95046,Santa Clara,6766.0,1947.0,157458.0,36.0,7.3,43.8,48.3,4.888844237042334,72.93,2.88,43.5,132.8,7084.0,3.68,4.76,1.47,14.92,7.48,69.95,6.57
95050,Santa Clara,39827.0,15552.0,130051.0,54.1,33.2,21.8,36.3,7.885065848682237,41.29,1.74,26.5,2657.3,30124.0,9.08,9.56,1.79,32.15,6.96,37.51,1.66
95051,Santa Clara,61345.0,23571.0,185632.0,70.7,53.8,13.2,34.9,8.070343430525341,43.53,1.81,29.5,3198.2,46402.0,12.79,10.69,2.12,36.5,6.49,38.7,1.21
95053,Santa Clara,3153.0,45.0,,100.0,23.7,15.4,19.5,9.870933368614777,0.0,3.0,0.0,19359.4,47.0,6.38,10.64,2.13,16.67,5.5,0.0,1.22
95054,Santa Clara,25196.0,9419.0,204052.0,68.5,57.3,14.2,33.9,7.31986492980897,35.35,1.73,30.9,1510.0,20578.0,14.88,8.8,2.04,38.27,6.13,32.8,1.66
95060,Santa Cruz,46024.0,18280.0,106040.0,55.2,5.5,22.1,36.5,5.529429087511423,51.88,2.0,22.2,252.0,32487.0,6.8,9.71,2.36,25.41,7.54,47.4,8.33
95062,Santa Cruz,36047.0,15478.0,108261.0,50.7,4.1,20.2,42.7,7.665050279365834,53.56,1.9,22.3,2132.5,28233.0,4.71,9.11,2.01,19.94,7.6,40.97,2.09
95064,Santa Cruz,9883.0,495.0,119787.0,70.3,28.9,30.0,19.6,7.619822344394593,35.15,1.3,22.0,2038.2,892.0,6.39,12.0,2.47,20.13,7.22,34.75,3.64
95065,Santa Cruz,8031.0,2952.0,142768.0,49.6,3.3,21.3,43.1,5.631211781821365,69.88,2.25,26.8,279.0,7092.0,6.42,8.53,2.1,23.99,7.49,67.75,4.28
95066,Santa Cruz,15369.0,6159.0,146941.0,55.3,6.6,12.1,47.5,5.77734267776423,75.58,2.17,27.4,322.9,13648.0,7.52,8.45,2.34,25.72,7.32,60.29,2.77
95070,Santa Clara,31383.0,11124.0,240980.0,80.8,58.6,2.5,51.3,6.140315493840337,86.62,2.34,32.2,464.2,27863.0,20.27,9.06,3.91,47.65,6.59,82.27,3.39
95073,Santa Cruz,11487.0,4448.0,113929.0,45.1,2.7,19.5,44.2,5.346154695962197,73.25,2.22,28.0,209.8,10212.0,5.07,9.26,1.99,20.62,7.57,53.48,7.06
95075,San Benito,575.0,174.0,130962.0,33.7,1.6,34.3,42.2,0.8754687373538999,86.78,2.72,34.5,2.4,684.0,3.07,2.78,0.44,14.29,7.02,84.48,19.98
95076,Santa Cruz,82409.0,24799.0,86685.0,19.3,2.1,72.5,36.8,5.40357787720553,56.21,2.29,39.0,222.2,68954.0,2.13,4.48,0.72,11.37,7.8,50.29,2.89
95110,Santa Clara,19444.0,6740.0,132800.0,39.6,15.4,54.6,34.7,7.300742865579189,40.22,1.78,29.1,1481.4,15541.0,6.49,7.44,1.34,28.18,7.14,23.86,0.58
95111,Santa Clara,58885.0,15833.0,97162.0,20.2,36.3,51.3,37.7,8.310882174762078,60.3,2.19,43.0,4067.9,44937.0,5.14,7.82,1.19,24.52,7.6,45.1,1.0
95112,Santa Clara,56766.0,21264.0,89649.0,39.2,26.7,41.3,32.6,8.068966709406768,27.91,1.55,19.1,3193.8,43367.0,5.59,8.88,1.39,22.81,7.32,19.86,1.85
95113,Santa Clara,2443.0,1501.0,140938.0,66.8,29.8,26.9,31.9,8.480591445771676,14.92,0.85,2.0,4820.3,1823.0,16.29,7.46,2.03,39.92,6.01,0.0,1.45
95116,Santa Clara,48816.0,13455.0,83428.0,21.2,29.1,58.7,36.2,8.669622390345156,39.49,1.99,41.0,5823.3,35003.0,3.16,6.74,0.91,19.09,7.86,31.99,1.35
95117,Santa Clara,27798.0,10144.0,115778.0,44.4,27.2,32.2,35.5,8.322418414152471,35.6,1.8,37.3,4115.1,21448.0,7.52,10.01,1.78,27.78,7.23,31.28,1.59
95118,Santa Clara,31831.0,11329.0,148438.0,53.0,22.2,26.6,39.0,7.999812798679573,63.04,1.97,39.4,2980.4,24703.0,9.97,8.46,2.28,34.8,7.12,60.07,0.83
95119,Santa Clara,10449.0,3503.0,164129.0,58.3,33.1,24.8,41.0,7.230201031370209,73.57,2.25,36.8,1380.5,9045.0,10.87,8.57,2.37,38.04,7.01,72.85,1.08
95120,Santa Clara,38103.0,12583.0,250001.0,74.4,40.5,7.8,47.3,5.88638177065483,88.68,2.34,38.8,360.1,31870.0,16.23,8.91,3.94,42.92,6.68,88.23,4.74
95121,Santa Clara,35722.0,9783.0,133700.0,34.0,62.0,24.2,43.5,8.054395536660829,77.08,2.46,36.0,3147.6,29701.0,8.0,8.99,1.56,33.13,7.38,70.73,1.08
95122,Santa Clara,52206.0,12017.0,103406.0,17.9,35.6,56.9,36.3,8.36450810375059,52.76,2.52,43.7,4292.0,41406.0,3.79,7.37,0.88,21.14,7.67,48.68,1.34
95123,Santa Clara,70279.0,24251.0,136364.0,44.8,26.6,29.3,37.6,8.07352764949277,60.27,2.01,34.5,3208.4,50780.0,8.48,9.44,2.08,30.63,7.17,50.67,1.63
95124,Santa Clara,51991.0,17523.0,188433.0,60.9,25.7,16.6,39.8,7.97522083865341,72.12,2.24,44.5,2908.0,38494.0,12.47,8.14,2.72,38.63,6.89,69.9,1.84
95125,Santa Clara,53934.0,20927.0,148422.0,56.2,16.6,29.0,41.2,7.84662908285655,60.1,1.87,31.8,2557.1,41810.0,10.58,8.94,2.87,32.3,6.93,55.57,1.26
95126,Santa Clara,38239.0,15920.0,127297.0,54.8,19.8,36.6,34.4,8.598588829620232,34.18,1.63,23.2,5424.0,27223.0,8.61,9.43,1.94,29.74,7.05,29.71,0.43
95127,Santa Clara,61091.0,15804.0,120548.0,26.6,28.1,54.5,39.0,7.504887031108395,65.72,2.6,39.0,1816.9,49484.0,4.72,7.17,1.13,23.43,7.59,63.9,2.05
95128,Santa Clara,33585.0,14070.0,122647.0,51.8,22.1,30.3,38.8,8.091413124792664,44.27,1.75,23.5,3266.3,25750.0,8.77,8.96,1.88,32.12,7.12,37.53,1.24
95129,Santa Clara,40896.0,14177.0,182662.0,71.0,63.7,8.2,41.9,8.113785964417517,58.09,1.91,41.8,3340.2,28552.0,14.16,11.92,2.81,39.34,6.75,52.59,0.74
95130,Santa Clara,13491.0,4745.0,155787.0,60.1,38.3,18.0,39.8,8.275885669474356,63.75,1.99,37.7,3928.0,10131.0,11.13,9.44,2.48,36.49,6.99,62.85,0.47
95131,Santa Clara,30745.0,9954.0,170128.0,57.0,69.5,15.6,37.7,7.598800251450212,63.26,2.19,34.7,1995.8,26839.0,10.19,9.71,1.92,33.13,6.91,49.86,1.23
95132,Santa Clara,39605.0,11913.0,172266.0,50.1,63.1,17.1,42.4,5.654942309236727,74.57,2.43,35.0,285.7,31579.0,9.51,9.93,1.88,35.63,7.21,72.35,9.46
95133,Santa Clara,28561.0,8992.0,132069.0,44.3,61.3,24.3,38.1,8.127995055771946,57.97,2.02,30.8,3388.0,23761.0,8.8,8.6,1.47,32.65,7.04,51.11,1.47
95134,Santa Clara,30255.0,13761.0,196847.0,77.3,63.0,13.0,31.1,7.108407792460815,13.41,1.38,20.3,1222.2,19863.0,15.77,10.82,2.22,35.62,5.63,4.88,1.78
95135,Santa Clara,20503.0,7583.0,196179.0,65.2,56.9,9.7,51.5,5.5610661724546055,86.54,2.04,28.0,260.1,16464.0,16.78,10.37,3.27,46.39,6.84,82.14,7.56
95136,Santa Clara,47157.0,16058.0,143696.0,46.5,35.6,26.2,36.9,8.23604969580404,58.72,1.97,34.0,3774.6,35676.0,9.15,10.67,1.89,29.4,6.9,47.89,0.4
95138,Santa Clara,19513.0,5638.0,194300.0,53.4,49.3,25.2,38.8,5.667809814197383,82.23,2.24,47.2,289.4,15651.0,17.46,8.29,2.91,44.28,6.65,66.73,3.85
95139,Santa Clara,7113.0,2172.0,193061.0,47.0,22.8,36.0,39.6,7.82732064338995,78.55,2.42,43.1,2508.2,5425.0,10.03,7.69,2.53,35.08,7.23,77.99,0.93
95140,Santa Clara,41.0,32.0,,75.6,26.8,9.8,62.3,-2.3025850929940455,100.0,2.5,0.0,0.1,381.0,7.61,6.04,2.36,30.61,7.5,100.0,17.95
95148,Santa Clara,45392.0,12111.0,160729.0,39.8,62.0,23.6,41.0,7.495597497896659,79.94,2.63,40.8,1800.1,37310.0,9.46,9.46,1.74,35.39,7.27,78.52,3.52
95202,San Joaquin,6426.0,3209.0,23954.0,17.2,6.2,50.5,35.9,7.756794479499057,5.52,0.88,26.5,2337.4,4760.0,2.94,4.94,0.92,13.68,7.56,5.52,0.85
95203,San Joaquin,16628.0,5395.0,64710.0,16.8,9.9,57.5,32.6,6.82045295057934,40.78,1.77,37.8,916.4,10690.0,1.52,3.76,0.65,9.24,7.79,40.0,3.33
95204,San Joaquin,31028.0,11303.0,71792.0,20.5,8.5,48.0,36.7,7.646019218345206,58.69,1.9,31.6,2092.3,20130.0,2.11,4.76,0.76,10.48,7.78,58.29,1.76
95205,San Joaquin,39154.0,10636.0,58138.0,4.7,6.4,76.6,31.0,7.426668112930747,49.78,2.0,48.6,1680.2,29320.0,1.02,2.86,0.52,6.22,8.13,48.42,2.89
95206,San Joaquin,67501.0,17500.0,79751.0,10.7,18.2,59.9,31.7,5.1440000061636795,60.59,2.33,49.8,171.4,52386.0,1.87,4.19,0.68,9.9,7.7,59.49,10.55
95207,San Joaquin,52441.0,18952.0,68767.0,19.8,12.7,42.8,33.2,7.909452767798161,41.06,1.7,36.3,2722.9,30067.0,2.06,4.84,0.74,9.75,7.67,38.43,2.1
95209,San Joaquin,46567.0,13468.0,106056.0,25.0,22.5,34.6,36.6,7.6781875222516245,74.23,2.4,43.2,2160.7,32156.0,3.43,5.42,0.81,15.42,7.47,73.71,2.22
95210,San Joaquin,42103.0,12129.0,65411.0,10.9,31.2,38.2,32.3,7.801104863554725,51.84,1.96,43.5,2443.3,25225.0,1.81,4.99,0.74,10.04,7.81,45.08,2.71
95211,San Joaquin,1190.0,0.0,,83.0,16.5,9.8,20.0,8.436438563721103,,,0.0,4612.1,63.0,3.17,6.35,3.17,6.67,6.06,,1.58
95212,San Joaquin,28013.0,7993.0,104078.0,31.2,43.2,24.0,37.7,6.240665632741481,74.01,2.47,44.4,513.2,24712.0,3.92,6.6,0.91,15.99,7.25,67.63,3.18
95215,San Joaquin,26032.0,6741.0,68189.0,9.4,3.3,65.3,38.1,4.653007515402251,61.03,2.21,43.0,104.9,20647.0,1.17,3.08,0.51,6.47,7.68,55.82,9.79
95219,San Joaquin,31200.0,11244.0,105300.0,38.3,20.5,29.9,36.9,5.228967288413243,58.65,1.95,38.7,186.6,22913.0,5.57,7.32,1.24,18.9,6.97,55.17,6.16
95220,San Joaquin,7958.0,2676.0,116324.0,25.1,1.5,34.5,42.2,3.9473901492654373,72.01,2.69,39.2,51.8,7050.0,1.97,3.33,0.67,10.12,7.5,64.91,8.91
95222,Calaveras,5666.0,2187.0,71344.0,23.2,0.1,8.3,53.3,2.6461747973841225,86.56,2.32,25.2,14.1,5146.0,1.42,3.56,0.91,9.37,7.57,75.81,10.62
95223,Alpine,2934.0,1437.0,98934.0,47.0,1.3,5.5,60.4,1.3609765531356006,89.7,2.05,8.4,3.9,5280.0,1.31,2.54,0.7,8.92,7.69,86.64,40.89
95224,Calaveras,265.0,124.0,59167.0,67.2,0.0,16.2,36.1,2.1972245773362196,91.94,1.56,39.5,9.0,671.0,0.89,2.09,0.75,4.55,7.92,69.35,3.68
95225,Calaveras,1224.0,376.0,101223.0,7.7,0.0,14.3,58.6,4.174387269895637,55.05,2.72,21.3,65.0,1012.0,0.79,3.36,0.3,5.88,7.96,55.05,5.65
95226,Calaveras,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,101.0,0.0,1.98,0.99,0.0,8.43,,5.18
95227,San Joaquin,1036.0,363.0,150143.0,22.4,0.0,20.8,54.2,2.2925347571405443,96.14,3.09,24.0,9.9,880.0,1.7,3.75,0.34,7.14,7.23,96.14,19.14
95228,Calaveras,4880.0,1810.0,107857.0,22.3,0.9,25.3,51.2,2.8622008809294686,82.04,2.26,28.5,17.5,6576.0,2.19,3.63,0.85,11.32,7.48,73.92,4.18
95230,Stanislaus,495.0,182.0,135304.0,3.1,0.0,67.1,28.6,0.47000362924573563,46.15,1.71,51.6,1.6,736.0,1.22,1.63,0.41,10.53,7.91,40.11,20.16
95231,San Joaquin,4339.0,619.0,73292.0,4.7,4.1,52.2,35.0,5.0466457316192885,59.45,2.25,43.5,155.5,3623.0,0.99,3.59,0.52,5.56,7.7,59.45,2.47
95232,Calaveras,151.0,51.0,68977.0,0.0,0.0,0.0,55.7,2.0412203288596382,100.0,3.32,0.0,7.7,315.0,0.32,1.9,0.32,6.25,8.38,100.0,15.88
95233,Calaveras,204.0,134.0,48705.0,18.6,0.0,0.0,69.0,2.341805806147327,100.0,2.53,0.0,10.4,456.0,0.44,2.63,0.22,3.85,8.14,100.0,7.1
95236,San Joaquin,4506.0,1690.0,96339.0,26.9,0.5,32.1,40.4,2.766319109226186,64.26,2.35,33.5,15.9,5095.0,1.26,3.3,0.61,5.98,7.49,62.49,20.29
95237,San Joaquin,3753.0,1443.0,86836.0,26.0,0.7,32.6,40.7,5.183467524869095,79.7,2.06,28.2,178.3,3287.0,1.1,3.41,0.55,6.59,7.69,64.59,14.31
95240,San Joaquin,50682.0,16145.0,76870.0,18.4,11.6,48.0,33.9,5.461286194826176,49.71,1.98,38.8,235.4,35857.0,1.88,4.41,0.79,8.9,7.54,44.4,12.74
95242,San Joaquin,27860.0,10478.0,99709.0,31.6,7.2,25.5,39.6,4.681204872264089,68.87,2.04,34.8,107.9,23980.0,3.52,5.64,0.89,13.16,7.01,63.57,1.98
95245,Calaveras,3227.0,1314.0,85387.0,15.1,2.7,14.5,55.2,2.9014215940827497,83.87,2.46,25.0,18.2,2449.0,1.14,2.82,0.37,8.9,8.31,79.0,14.61
95246,Calaveras,1701.0,544.0,95667.0,17.1,0.5,5.3,51.8,2.5257286443082556,88.42,2.56,5.3,12.5,2102.0,1.05,3.28,0.38,8.73,8.28,83.64,13.24
95247,Calaveras,3682.0,1752.0,71983.0,38.0,0.0,4.3,55.8,3.529297384289471,77.23,2.09,13.9,34.1,5061.0,2.15,4.31,0.81,13.27,7.65,62.96,13.56
95248,Calaveras,66.0,15.0,,0.0,0.0,0.0,11.9,-0.2231435513142097,100.0,3.0,100.0,0.8,481.0,1.04,1.04,0.0,14.29,9.56,100.0,12.34
95249,Calaveras,4696.0,1758.0,46864.0,22.8,4.3,13.3,57.8,3.068052935133617,72.81,2.23,19.0,21.5,4559.0,0.94,3.16,0.35,5.85,8.02,66.67,17.25
95251,Calaveras,684.0,372.0,101111.0,18.5,0.0,0.0,55.5,3.139832617527748,87.9,1.84,8.6,23.1,781.0,0.9,2.05,0.38,8.33,8.05,77.96,12.66
95252,Calaveras,13851.0,4808.0,85189.0,15.1,4.9,18.2,45.2,3.7232808808312687,91.93,2.46,25.3,41.4,17636.0,0.99,3.52,0.64,6.28,7.9,83.96,4.84
95254,Calaveras,316.0,167.0,72188.0,31.9,0.0,3.8,65.3,2.9444389791664403,53.89,2.36,3.6,19.0,892.0,2.02,3.36,0.56,11.49,7.76,53.89,11.27
95255,Calaveras,1755.0,756.0,68000.0,17.2,0.1,23.9,57.9,2.7013612129514133,85.45,2.59,15.3,14.9,2191.0,0.37,2.56,0.18,3.0,8.55,81.75,21.38
95257,Calaveras,427.0,164.0,,11.1,0.0,6.8,58.0,2.322387720290225,59.76,2.01,28.0,10.2,597.0,0.34,2.35,1.01,0.0,8.14,59.76,16.16
95258,San Joaquin,3868.0,1526.0,100682.0,26.8,1.0,28.3,43.9,6.209997485864508,82.9,1.98,26.3,497.7,3910.0,2.28,5.35,0.64,9.11,7.44,79.29,5.93
95301,Merced,42374.0,12961.0,66669.0,16.0,6.2,52.7,34.5,5.572154032177765,56.74,2.08,41.0,263.0,31289.0,1.52,3.92,0.75,8.28,7.67,52.38,3.5
95303,Merced,876.0,302.0,139688.0,21.4,0.8,42.9,42.1,2.174751721484161,60.93,2.44,32.1,8.8,882.0,1.47,2.72,0.45,9.18,7.65,58.94,12.46
95304,San Joaquin,14818.0,4668.0,114359.0,28.5,12.7,34.1,38.1,3.55820113047182,63.45,2.52,35.0,35.1,13827.0,4.55,6.34,1.14,16.66,6.97,60.11,5.03
95305,Tuolumne,203.0,56.0,,0.0,28.1,2.5,58.1,1.667706820558076,55.36,2.62,0.0,5.3,410.0,0.49,1.95,0.24,6.45,7.55,55.36,5.31
95306,Mariposa,869.0,387.0,77724.0,30.8,1.3,11.5,58.4,0.8754687373538999,90.7,2.24,28.2,2.4,1235.0,1.3,3.24,0.4,7.63,7.51,65.89,18.14
95307,Stanislaus,46209.0,12847.0,77101.0,12.7,8.5,64.1,32.8,6.258816353086512,65.13,2.32,41.1,522.6,36778.0,1.76,3.76,0.55,10.02,7.84,58.03,6.6
95310,Tuolumne,1783.0,767.0,57639.0,24.9,0.2,9.1,45.1,2.833213344056216,71.32,1.93,18.5,17.0,2464.0,1.14,2.76,0.97,4.88,8.21,57.5,12.05
95311,Mariposa,2282.0,1086.0,70469.0,19.9,0.3,25.0,50.8,1.308332819650179,84.44,2.21,15.3,3.7,2624.0,0.57,2.29,0.5,7.04,8.37,64.27,12.7
95312,Merced,193.0,64.0,,9.9,0.0,43.0,53.7,4.293195420967266,60.94,1.67,34.4,73.2,261.0,0.0,3.07,0.0,0.0,7.76,60.94,7.5
95313,Stanislaus,1114.0,405.0,72321.0,12.3,0.0,60.8,38.5,2.066862759472976,34.81,2.09,18.0,7.9,1257.0,1.51,1.83,0.4,14.13,8.21,29.14,9.09
95315,Merced,13006.0,3482.0,67868.0,13.9,4.7,76.0,31.9,5.612032616046633,69.84,2.35,44.5,273.7,10556.0,1.17,2.89,0.65,8.37,8.13,59.79,1.37
95316,Stanislaus,7594.0,2508.0,96593.0,20.7,1.2,28.1,36.7,3.7932394694381792,65.87,2.38,36.2,44.4,6235.0,1.8,3.11,0.77,9.28,7.49,61.76,14.69
95317,Merced,936.0,269.0,57438.0,7.2,0.7,74.4,33.2,1.9315214116032138,27.88,2.23,43.5,6.9,780.0,0.64,1.28,0.26,5.97,8.31,23.42,19.14
95318,Mariposa,572.0,322.0,54430.0,69.0,0.0,5.9,36.9,1.7047480922384253,61.49,1.95,12.7,5.5,403.0,2.23,7.2,1.49,37.5,8.73,53.42,4.93
95319,Stanislaus,1580.0,495.0,44904.0,9.5,0.8,52.6,36.9,6.8160784904102325,44.65,1.58,29.5,912.4,1487.0,0.67,1.68,0.13,7.14,8.83,44.65,7.1
95320,San Joaquin,13511.0,4647.0,86612.0,19.4,0.4,27.7,36.2,4.063885354737392,73.92,2.23,39.0,58.2,11905.0,1.48,3.0,0.69,7.04,7.58,70.86,13.3
95321,Tuolumne,3870.0,1623.0,69679.0,30.6,2.6,11.3,57.0,2.128231705849268,87.06,2.04,13.2,8.4,4764.0,2.25,3.3,0.78,14.69,7.78,85.03,5.69
95322,Merced,9013.0,3212.0,64104.0,9.1,1.7,66.6,38.5,2.9496883350525844,53.55,1.91,33.9,19.1,8456.0,1.06,3.31,0.51,5.84,7.9,51.03,6.74
95323,Stanislaus,1409.0,423.0,89188.0,18.9,0.9,31.8,40.7,2.8791984572980396,68.32,2.64,34.5,17.8,1205.0,1.0,2.41,0.5,5.56,7.8,62.65,20.0
95324,Merced,7862.0,2475.0,72309.0,8.9,0.0,34.4,36.5,4.276666119016055,50.38,2.16,33.5,72.0,6686.0,1.44,2.44,0.51,8.04,7.45,44.48,10.12
95325,Mariposa,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,156.0,0.64,1.28,0.0,0.0,8.36,,23.86
95326,Stanislaus,10662.0,4014.0,89268.0,20.0,2.0,36.3,39.5,4.916324614625014,61.61,2.21,31.2,136.5,9554.0,2.27,3.55,0.85,10.91,7.42,60.41,9.36
95327,Tuolumne,8799.0,2985.0,60506.0,11.8,1.1,23.7,40.8,3.0204248861443626,65.19,1.95,25.9,20.5,6633.0,1.06,1.94,0.33,8.38,7.95,53.03,12.16
95328,Stanislaus,3939.0,1162.0,53013.0,7.2,12.9,71.5,31.4,7.48930028296078,48.19,2.39,45.1,1788.8,3611.0,2.05,4.02,0.64,11.37,7.62,48.19,6.39
95329,Tuolumne,2339.0,1040.0,74924.0,15.7,0.0,21.4,54.8,2.0412203288596382,88.65,2.29,18.6,7.7,3348.0,1.08,3.11,0.36,7.4,7.81,80.48,24.0
95330,San Joaquin,33015.0,8567.0,118461.0,23.9,32.2,35.3,34.2,6.33930054237951,83.63,2.58,53.7,566.4,30944.0,9.07,7.39,1.21,31.43,6.85,80.59,1.54
95333,Merced,3203.0,786.0,62045.0,14.5,0.3,82.9,30.3,2.3513752571634776,66.28,2.34,43.9,10.5,2393.0,0.71,2.34,0.29,5.29,7.88,61.32,12.93
95334,Merced,17198.0,4164.0,75867.0,11.3,17.7,69.7,33.0,4.772378104971998,55.0,2.41,48.9,118.2,13610.0,1.76,3.58,0.79,10.29,7.86,53.31,4.38
95335,Tuolumne,82.0,82.0,65625.0,48.8,0.0,24.4,63.9,-0.2231435513142097,100.0,1.78,0.0,0.8,647.0,0.93,2.47,0.31,9.09,7.93,92.68,27.45
95336,San Joaquin,49357.0,15938.0,86411.0,16.4,7.3,42.9,38.5,6.213407377845673,69.72,2.3,35.7,499.4,40025.0,2.3,4.84,0.73,11.43,7.62,66.42,3.7
95337,San Joaquin,46157.0,13639.0,110132.0,26.3,20.6,37.9,34.9,5.980656348391379,73.06,2.43,46.2,395.7,45338.0,5.45,7.08,1.15,20.25,6.94,71.27,4.78
95338,Mariposa,10164.0,4750.0,64707.0,30.3,1.5,8.6,54.9,2.4336133554004498,74.76,2.14,26.3,11.4,12704.0,0.94,3.25,0.59,7.17,7.99,65.24,2.56
95340,Merced,38045.0,12614.0,65141.0,26.2,7.9,51.1,31.8,5.895504155962071,56.25,1.96,33.8,363.4,26243.0,2.14,4.73,0.9,10.3,7.52,55.58,5.56
95341,Merced,34956.0,9090.0,55516.0,7.8,8.4,72.9,27.4,4.486386649998124,39.25,1.95,54.1,88.8,24428.0,1.08,2.81,0.52,6.55,8.05,35.94,7.92
95345,Mariposa,318.0,216.0,65221.0,65.4,1.6,0.0,66.3,1.33500106673234,81.94,2.19,0.0,3.8,710.0,0.7,3.94,0.7,8.89,8.44,60.19,11.22
